air_store_id,train_days,test_days,seasonal_naive_rmsle,arimax_rmsle,seasonal_naive_rmse_log,arimax_rmse_log,seasonal_naive_mape,arimax_mape,arimax_aic,arimax_status,air_genre_name,air_area_name,delta_rmsle
air_17a6ab40f97fd4d8,252,37,1.3863775630131911,1.039482073664186,1.3863775630131911,1.039482073664186,202.7027027027027,142.2185295888515,733.1278290174896,ARIMAX,Izakaya,Tōkyō-to Taitō-ku Asakusa,0.34689548934900505
air_17bed6dbf7c8b0fc,432,38,1.4548520760318937,1.2592638336332789,1.4548520760318937,1.2593041545932468,471.63315253910525,288.71909931321807,936.874826868096,ARIMAX,Cafe/Sweets,Niigata-ken Kashiwazaki-shi Chūōchō,0.19558824239861483
air_1979eaff8189d086,257,39,0.9307558518134064,0.7512324421506951,0.9307558518134064,0.7512324421506951,74.82615967910084,50.26930240092887,601.9873643441421,ARIMAX,Dining bar,Tōkyō-to Tachikawa-shi Izumichō,0.1795234096627113
air_1ab60ce33bfed8a8,257,39,0.9688050601800072,0.8715949244844637,0.9688050601800072,0.8715949244844637,210.71158479529527,183.9893387159542,633.0850414664476,ARIMAX,Bar/Cocktail,Tōkyō-to Toshima-ku Minamiikebukuro,0.09721013569554349
air_1ae94f514a0bce13,435,39,1.170978124344748,1.1106994886850192,1.170978124344748,1.1108642925955896,103.84615384615385,77.28184408498373,1462.4249659025097,ARIMAX,Bar/Cocktail,Fukuoka-ken Fukuoka-shi Daimyō,0.060278635659728685
air_1ba4e87ef7422183,257,39,0.420472040210091,0.62373378928881,0.420472040210091,0.62373378928881,34.544670234069294,41.16951936977871,606.3858642640711,ARIMAX,Izakaya,Tōkyō-to Edogawa-ku Chūō,-0.20326174907871897
air_1c95a84924d72500,435,39,0.7578089359346362,0.7115535409235137,0.7578089359346362,0.7115535409235137,107.73588455417465,115.36212696796096,750.4595320168469,ARIMAX,Izakaya,Ōsaka-fu Higashiōsaka-shi Aramotokita,0.04625539501112241
air_1d1e8860ae04f8e9,434,39,1.430414554519136,1.167799614932522,1.430414554519136,1.167799614932522,105.37471385879185,78.20806945724983,1170.1949099377912,ARIMAX,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,0.26261493958661397
air_1d25ca6c76df48b4,257,39,0.4091874568468446,0.4829280264012649,0.4091874568468446,0.4829280264012649,38.37650468431267,40.17492382863105,548.8072096298524,ARIMAX,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,-0.07374056955442032
air_1d3f797dd1f7cf1c,257,39,0.48002143146479076,0.5072035270410535,0.48002143146479076,0.5072035270410535,39.9788369471432,34.225909826713554,453.6894944484711,ARIMAX,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,-0.027182095576262777
air_1dd8f6f47480d1a2,257,39,0.5009548224662657,0.4127488216067163,0.5009548224662657,0.4127488216067163,28.174019438208564,32.68116545690445,488.8646192825666,ARIMAX,Japanese food,Tōkyō-to Setagaya-ku Setagaya,0.08820600085954938
air_1dea9815ccd36620,257,39,0.4138975820254932,0.35297920901415214,0.4138975820254932,0.3530185638575057,39.09353299624794,26.20374933637975,500.8858856902076,ARIMAX,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,0.060918373011341065
air_1e23210b584540e7,438,39,0.6779136157170057,0.4828728123087969,0.6779136157170057,0.4828728123087969,88.79019129019132,58.47556243233496,1155.9152078706998,ARIMAX,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,0.19504080340820878
air_1e665503b8474c55,438,39,0.6615906330265193,0.5089855477884904,0.6615906330265193,0.5089855477884904,86.25682721836566,65.72896029489797,826.092750008855,ARIMAX,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,0.15260508523802896
air_1eeff462acb24fb7,257,39,1.284205857598406,1.7163924214759854,1.284205857598406,1.7163924214759854,240.4062322885386,78.81859017742259,577.4157324697474,ARIMAX,Japanese food,Tōkyō-to Shinjuku-ku Kabukichō,-0.43218656387757926
air_1f1390a8be2272b3,435,39,0.8521902771459969,0.6221085486852111,0.8521902771459969,0.6221085486852111,51.3083083052917,53.43243846051367,943.4852288503499,ARIMAX,Japanese food,Tōkyō-to Shinjuku-ku Kabukichō,0.23008172846078578
air_1f34e9beded2231a,257,39,1.6601133272683013,1.5027122910220858,1.6601133272683013,1.5736081027307367,97.43589743589743,59.53239871615447,523.4488665102223,ARIMAX,Japanese food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,0.1574010362462155
air_1f7f8fa557bc0d55,439,39,0.7736085577891689,0.64303782814922,0.7736085577891689,0.64303782814922,100.45177045177043,95.49487414874218,949.9551074211338,ARIMAX,Bar/Cocktail,Ōsaka-fu Neyagawa-shi Honmachi,0.13057072963994898
air_2009041dbf9264de,437,39,1.3823620041631182,0.8881146601844191,1.3823620041631182,0.8881146601844191,87.49931666904544,46.10431467799654,1169.576207338908,ARIMAX,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,0.49424734397869907
air_20619d21192aa571,438,39,1.3049913709540033,1.1378627907220762,1.3049913709540033,1.1378627907220762,232.30440454270567,222.97889784101463,1081.2570245520346,ARIMAX,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,0.16712858023192712
air_20add8092c9bb51d,257,39,0.6516936477632895,0.819896525596316,0.6516936477632895,0.819896525596316,76.16706468546369,50.39880327501878,514.2696735574813,ARIMAX,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirochō,-0.16820287783302645
air_2195cd5025a98033,257,39,0.6240643010665643,0.8417849957784668,0.6240643010665643,0.8417849957784668,43.42356961045065,30.120796669086165,433.4271238403651,ARIMAX,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,-0.21772069471190247
air_21f5052d5330528d,257,39,0.951750433337322,0.5924888914469572,0.951750433337322,0.5924888914469572,150.08607785747478,62.48628917923431,546.4183390853242,ARIMAX,Izakaya,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,0.35926154189036485
air_220cba70c890b119,257,39,0.517854844629878,0.5080488284598801,0.517854844629878,0.5080488284598801,60.305631180609176,41.27268375754224,555.0586470131566,ARIMAX,Bar/Cocktail,Tōkyō-to Shinjuku-ku Kabukichō,0.009806016169997878
air_22682e965418936f,257,39,0.9330682674759946,0.7541460196942016,0.9330682674759946,0.7541460196942016,224.55114051446512,137.8164042331381,651.9378748983161,ARIMAX,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,0.178922247781793
air_228f10bec0bda9c8,257,39,1.1682281679392794,0.5736478651986399,1.1682281679392794,0.5741877024445384,76.7936036998777,57.97650546491588,607.1192256349176,ARIMAX,Italian/French,Ōsaka-fu Suita-shi Izumichō,0.5945803027406396
air_229d7e508d9f1b5e,257,19,1.7161095989630348,1.6274717883453111,1.7161095989630348,1.627483735008616,578.6889825182151,507.18862566795593,613.000759230189,ARIMAX,Izakaya,Tōkyō-to Suginami-ku Asagayaminami,0.08863781061772369
air_232dcee6f7c51d37,438,39,0.5922094902892413,0.4877540608162227,0.5922094902892413,0.4877540608162227,57.75796852719929,50.084499326376196,477.68605294504414,ARIMAX,Cafe/Sweets,Tōkyō-to Shinjuku-ku Nishishinjuku,0.10445542947301861
air_234d3dbf7f3d5a50,435,39,0.6317986501166821,0.49422129981894947,0.6317986501166821,0.49422129981894947,83.96646549361483,64.58780606767931,805.9207501823162,ARIMAX,Dining bar,Tōkyō-to Machida-shi Morino,0.13757735029773266
air_23e1b11aee2a1407,257,39,1.0139834078285068,0.9608539813138925,1.0139834078285068,0.9608539813138925,227.47740134538637,161.65717998979082,533.2391593483308,ARIMAX,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,0.053129426514614275
air_23ee674e91469086,436,39,0.9374124722460556,0.6417345103386375,0.9374124722460556,0.6417345103386375,203.80846891172948,101.0295518210776,645.8886184128921,ARIMAX,Cafe/Sweets,Tōkyō-to Koganei-shi Honchō,0.29567796190741813
air_24b9b2a020826ede,436,39,1.7212658589780074,1.4309016361694389,1.7212658589780074,1.4309016361694389,98.10768594281176,64.64503096873912,983.7048074957536,ARIMAX,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi,0.29036422280856855
air_24e8414b9b07decb,257,39,0.5757534061817173,0.5092308059041342,0.5757534061817173,0.5092308059041342,71.6028416028416,63.60487467006612,453.805723751545,ARIMAX,Other,Tōkyō-to Shibuya-ku Higashi,0.06652260027758317
air_2545dd3a00f265e2,257,39,0.41502752946745125,0.415834392205609,0.41502752946745125,0.415834392205609,32.02019568128554,32.14983103232474,431.0576962408723,ARIMAX,Cafe/Sweets,Tōkyō-to Toshima-ku Higashiikebukuro,-0.0008068627381577764
air_256be208a979e023,257,39,0.7211828211853731,0.6344345640793815,0.7211828211853731,0.6344345640793815,115.33212974389444,76.07324802247291,536.2641486556098,ARIMAX,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,0.08674825710599166
air_2570ccb93badde68,439,39,1.4703244032448584,1.1497244131153095,1.4703244032448584,1.1497244131153095,224.73678016642015,167.93085640762376,1207.5323908708478,ARIMAX,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,0.3205999901295489
air_258ad2619d7bff9a,257,39,0.968110804273557,0.7114511344078921,0.968110804273557,0.7114511344078921,104.77841471200252,71.91958477681274,634.2599770452979,ARIMAX,Izakaya,Tōkyō-to Kōtō-ku Tōyō,0.2566596698656649
air_258dc112912fc458,257,39,0.891590663667218,0.8373058319369112,0.891590663667218,0.8373058319369112,242.98151118520548,186.9056298896962,696.2871026658754,ARIMAX,Japanese food,Tōkyō-to Edogawa-ku Chūō,0.05428483173030674
air_25c583983246b7b0,246,39,2.2831550780513306,2.274000421342519,2.2831550780513306,2.5644733715266526,69.23076923076923,78.70521345379615,589.9911766720658,ARIMAX,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,0.009154656708811437
