air_store_id,train_days,test_days,seasonal_naive_rmsle,seasonal_naive_rmse_log,seasonal_naive_mape,sarima_no_exog_rmsle,sarima_no_exog_rmse_log,sarima_no_exog_mape,sarima_no_exog_aic,sarima_no_exog_status,arimax_holiday_only_rmsle,arimax_holiday_only_rmse_log,arimax_holiday_only_mape,arimax_holiday_only_aic,arimax_holiday_only_status,arimax_holiday_weekend_rmsle,arimax_holiday_weekend_rmse_log,arimax_holiday_weekend_mape,arimax_holiday_weekend_aic,arimax_holiday_weekend_status,arimax_golden_week_only_rmsle,arimax_golden_week_only_rmse_log,arimax_golden_week_only_mape,arimax_golden_week_only_aic,arimax_golden_week_only_status,arimax_reservation_only_rmsle,arimax_reservation_only_rmse_log,arimax_reservation_only_mape,arimax_reservation_only_aic,arimax_reservation_only_status,arimax_full_rmsle,arimax_full_rmse_log,arimax_full_mape,arimax_full_aic,arimax_full_status,air_genre_name,air_area_name,delta_sarima_vs_naive,delta_arimax_vs_naive,delta_arimax_vs_sarima
air_d0e8a085d8dc83aa,439,39,0.8139982334970859,0.8139982334970859,85.27448962969325,0.5713254064477012,0.5713254064477012,72.40961628665559,673.243607059645,SARIMA no exog,0.5721211904772925,0.5721211904772925,72.49098619727856,675.1254942665896,ARIMAX holiday only,0.5721258574281397,0.5721258574281397,72.49135883703715,677.125490012668,ARIMAX holiday + weekend,0.5712361438316647,0.5712361438316647,72.42913978231554,674.7713583949862,ARIMAX Golden Week only,0.572119483789773,0.572119483789773,72.45623853666862,675.2619392253043,ARIMAX reservation only,0.5726319988064197,0.5726319988064197,72.56562356612552,680.4531671620537,ARIMAX full,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,0.24267282704938464,0.2413662346906662,-0.0013065923587184392
air_4cca5666eaf5c709,437,39,0.36668028273847786,0.36668028273847786,32.4872530546852,0.3881415670407514,0.3881415670407514,29.132455734266344,557.3791721430416,SARIMA no exog,0.38807083013574006,0.38807083013574006,29.12986338423393,559.3748972099819,ARIMAX holiday only,0.3880852492491827,0.3880852492491827,29.13381187253185,561.3748864638712,ARIMAX holiday + weekend,0.3873929378948643,0.3873929378948643,29.28380145715509,562.6381178838325,ARIMAX Golden Week only,0.38877761138666617,0.38877761138666617,29.36853117742469,552.4049459605058,ARIMAX reservation only,0.38793800593449557,0.38793800593449557,29.32421295673413,557.5314371240675,ARIMAX full,Izakaya,Tōkyō-to Kōtō-ku Kameido,-0.021461284302273564,-0.021257723196017708,0.00020356110625585622
air_04341b588bde96cd,439,39,0.6054852462163772,0.6054852462163772,55.201616172887014,0.4426326163858693,0.4426326163858693,35.006510667928595,783.98126732037,SARIMA no exog,0.44255405629637656,0.44255405629637656,35.00269666936844,785.9628332953648,ARIMAX holiday only,0.44255376137444175,0.44255376137444175,35.00269927964412,787.9628333899857,ARIMAX holiday + weekend,0.44208686974313965,0.44208686974313965,34.98195743009312,785.5512487932829,ARIMAX Golden Week only,0.4456229180155913,0.4456229180155913,35.13867966662277,785.5980369081964,ARIMAX reservation only,0.4450011029476649,0.4450011029476649,35.0954594170066,790.9857803320309,ARIMAX full,Izakaya,Tōkyō-to Nerima-ku Toyotamakita,0.1628526298305079,0.16048414326871235,-0.0023684865617955575
air_fe22ef5a9cbef123,439,39,0.8317101333313697,0.8317101333313697,101.33325410725764,0.6715620970416702,0.6715620970416702,84.51048412451378,853.2390340730337,SARIMA no exog,0.6386101479640724,0.6386101479640724,81.78536334027939,827.2686626935522,ARIMAX holiday only,0.6386083728277293,0.6386083728277293,81.78583624467586,829.2686500323791,ARIMAX holiday + weekend,0.6713742469307702,0.6713742469307702,84.49579913463981,847.7126288596855,ARIMAX Golden Week only,0.6140861687030204,0.6140861687030204,67.89491149888688,823.4333078657048,ARIMAX reservation only,0.5820555671144323,0.5820555671144323,66.29900720628952,798.7142205944465,ARIMAX full,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,0.16014803628969942,0.24965456621693738,0.08950652992723795
air_3c05c8f26c611eb9,438,39,1.4307761786043085,1.4307761786043085,99.17984038254357,0.6356163848763512,0.6356163848763512,56.17783959651131,815.710139596584,SARIMA no exog,0.6382778060181935,0.6382778060181935,56.37492566915292,817.390699544213,ARIMAX holiday only,0.6382778072889106,0.6382778072889106,56.374925742636464,819.3906995435271,ARIMAX holiday + weekend,0.6330018357048202,0.6330018357048202,56.169444298225216,815.123811687744,ARIMAX Golden Week only,0.7207732221733422,0.7207732221733422,55.78388543876387,750.3924126159833,ARIMAX reservation only,0.7351374714117984,0.7351374714117984,56.17313003363593,750.0281306868119,ARIMAX full,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,0.7951597937279573,0.6956387071925101,-0.09952108653544722
air_6b15edd1b4fbb96a,438,39,0.579210730422218,0.579210730422218,61.08041206531398,0.48525225125113153,0.48525225125113153,42.902153126484585,731.6362561474687,SARIMA no exog,0.4746825684299423,0.4746825684299423,42.114305820408084,720.338728638408,ARIMAX holiday only,0.4746639105445347,0.4746639105445347,42.11201624042836,722.3388222344773,ARIMAX holiday + weekend,0.48416089555041025,0.48416089555041025,42.95770178856574,724.4624962149328,ARIMAX Golden Week only,0.6557812394620861,0.6557812394620861,44.48131038205018,657.3685331547458,ARIMAX reservation only,0.634499528547758,0.634499528547758,43.924984403883926,654.9128575080301,ARIMAX full,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirochō,0.09395847917108652,-0.055288798125539995,-0.1492472772966265
air_dea0655f96947922,438,39,0.26167685862946855,0.26167685862946855,21.81786293814153,0.24404247011301064,0.24404247011301064,18.84124142749379,558.8552923897703,SARIMA no exog,0.23684349774799807,0.23684349774799807,18.18890357262786,546.7958165179058,ARIMAX holiday only,0.23684398333469933,0.23684398333469933,18.188956905284144,548.7958161438141,ARIMAX holiday + weekend,0.2430249382612317,0.2430249382612317,18.929522724169445,555.8395146077071,ARIMAX Golden Week only,0.36073849164342264,0.36073849164342264,24.324744344007073,553.7858607086497,ARIMAX reservation only,0.3504852211706418,0.3504852211706418,23.70651524921329,544.4264467497444,ARIMAX full,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,0.017634388516457905,-0.08880836254117325,-0.10644275105763115
air_39dccf7df20b1c6a,439,39,0.5794263337539577,0.5794263337539577,49.247702361770095,0.4025358286372518,0.4025358286372518,33.31294320962979,687.695682544504,SARIMA no exog,0.40613962752517246,0.40613962752517246,33.43816826634103,687.6465885251235,ARIMAX holiday only,0.406139633766982,0.406139633766982,33.43816853223151,689.6465885250763,ARIMAX holiday + weekend,0.3999659404751076,0.3999659404751076,33.21213522408716,687.6376311019048,ARIMAX Golden Week only,0.402535828511211,0.402535828511211,33.312943181882275,689.6956825444955,ARIMAX reservation only,0.40333179600381314,0.40333179600381314,33.237204535754536,692.4591642943547,ARIMAX full,Izakaya,Hyōgo-ken Takarazuka-shi Tōyōchō,0.1768905051167059,0.17609453775014455,-0.0007959673665613454
air_7cf5a02c0e01b647,438,39,0.6277937846166309,0.6277937846166309,65.48485624136212,0.5588924147578915,0.5588924147578915,71.06133355816408,715.3865799111975,SARIMA no exog,0.5588114985823868,0.5588114985823868,71.03535042916526,717.3174495803072,ARIMAX holiday only,0.5588115307760397,0.5588115307760397,71.03535698243385,719.3174495910248,ARIMAX holiday + weekend,0.5584384590657291,0.5584384590657291,71.09849767613743,715.6705629786792,ARIMAX Golden Week only,0.5588924294779516,0.5588924294779516,71.06133801710511,717.3865799084258,ARIMAX reservation only,0.5584805593670792,0.5584805593670792,71.11290563357998,721.6626344035546,ARIMAX full,Izakaya,Hyōgo-ken Kōbe-shi Motomachidōri,0.0689013698587394,0.06931322524955175,0.00041185539081234346
air_ba495cccc8f0f237,438,39,0.6936031123760908,0.6936031123760908,85.0826167429567,0.4554901556377141,0.4554901556377141,48.7432549531308,757.0013532486773,SARIMA no exog,0.4557880602545156,0.4557880602545156,48.88027018193803,758.8775850302566,ARIMAX holiday only,0.45578772090402725,0.45578772090402725,48.88019659675189,760.8775855008566,ARIMAX holiday + weekend,0.4558578700789799,0.4558578700789799,48.85234314086422,757.7586981035363,ARIMAX Golden Week only,0.4545217865915307,0.4545217865915307,48.542852194354715,758.405586323626,ARIMAX reservation only,0.455610080027347,0.455610080027347,48.947504604114854,762.5905621040756,ARIMAX full,Bar/Cocktail,Tōkyō-to Chūō-ku Ginza,0.23811295673837674,0.23799303234874386,-0.000119924389632875
air_536043fcf1a4f8a4,439,39,0.4705544573904175,0.4705544573904175,48.846897332648055,0.3786048324469178,0.3786048324469178,33.20872654055515,675.8723882852764,SARIMA no exog,0.3741070529719421,0.3741070529719421,32.42709534368485,667.8892740371673,ARIMAX holiday only,0.3741070323002318,0.3741070323002318,32.427095512514434,669.8892740450906,ARIMAX holiday + weekend,0.3781533672845506,0.3781533672845506,33.197511465025784,673.3063736448394,ARIMAX Golden Week only,0.3786090941935588,0.3786090941935588,33.20874473886876,677.8723914322445,ARIMAX reservation only,0.37370052748101645,0.37370052748101645,32.49283773975793,672.1876368926377,ARIMAX full,Bar/Cocktail,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,0.09194962494349973,0.09685392990940106,0.004904304965901329
air_2b8b29ddfd35018e,438,39,0.8460700599107199,0.8460700599107199,179.29988263975218,0.5484903939333473,0.5484903939333473,78.213405087503,854.1681730383337,SARIMA no exog,0.5696066481504961,0.5696066481504961,84.58337083199984,848.0026115527244,ARIMAX holiday only,0.5696066432507707,0.5696066432507707,84.58334908547982,850.0026115465832,ARIMAX holiday + weekend,0.5492082364518134,0.5492082364518134,78.58543312513837,853.7411037986445,ARIMAX Golden Week only,0.5679251745226052,0.5679251745226052,69.59035988561696,825.9672251523866,ARIMAX reservation only,0.5923030516845386,0.5923030516845386,76.5426492825159,822.9934968295819,ARIMAX full,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,0.2975796659773726,0.25376700822618137,-0.04381265775119125
air_638c35eb25e53eea,438,39,0.8288689166129153,0.8288689166129153,125.37246249455261,0.7034599987964335,0.7034599987964335,67.50759186079837,850.3790706893651,SARIMA no exog,0.7015674881067792,0.7015674881067792,66.66046460034575,849.1089565573814,ARIMAX holiday only,0.7015763863279098,0.7015763863279098,66.72862662820529,851.1263426642869,ARIMAX holiday + weekend,0.7035316009049181,0.7035316009049181,67.51634812557529,846.9582788128293,ARIMAX Golden Week only,0.7239558213164473,0.7239558213164473,66.18266461780462,837.1961731008787,ARIMAX reservation only,0.7221935980885252,0.7221935980885252,65.93764557170574,837.3173432950689,ARIMAX full,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,0.12540891781648178,0.10667531852439005,-0.01873359929209173
