air_store_id,train_days,test_days,seasonal_naive_rmsle,seasonal_naive_rmse_log,seasonal_naive_mape,sarima_no_exog_rmsle,sarima_no_exog_rmse_log,sarima_no_exog_mape,sarima_no_exog_aic,sarima_no_exog_status,arimax_holiday_only_rmsle,arimax_holiday_only_rmse_log,arimax_holiday_only_mape,arimax_holiday_only_aic,arimax_holiday_only_status,air_genre_name,air_area_name,delta_sarima_vs_naive,delta_holiday_arimax_vs_naive,delta_holiday_arimax_vs_sarima
air_d0e8a085d8dc83aa,439,39,0.8139982334970859,0.8139982334970859,85.27448962969325,0.5713254064477012,0.5713254064477012,72.40961628665559,673.243607059645,SARIMA no exog,0.5721211904772925,0.5721211904772925,72.49098619727856,675.1254942665896,SARIMAX holiday only,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,0.24267282704938464,0.2418770430197934,-0.00079578402959124
air_4cca5666eaf5c709,437,39,0.36668028273847786,0.36668028273847786,32.4872530546852,0.3881415670407514,0.3881415670407514,29.132455734266344,557.3791721430416,SARIMA no exog,0.38807083013574006,0.38807083013574006,29.12986338423393,559.3748972099819,SARIMAX holiday only,Izakaya,Tōkyō-to Kōtō-ku Kameido,-0.021461284302273564,-0.021390547397262205,7.073690501135932e-05
air_04341b588bde96cd,439,39,0.6054852462163772,0.6054852462163772,55.201616172887014,0.4426326163858693,0.4426326163858693,35.006510667928595,783.98126732037,SARIMA no exog,0.44255405629637656,0.44255405629637656,35.00269666936844,785.9628332953648,SARIMAX holiday only,Izakaya,Tōkyō-to Nerima-ku Toyotamakita,0.1628526298305079,0.16293118992000066,7.856008949275184e-05
air_fe22ef5a9cbef123,439,39,0.8317101333313697,0.8317101333313697,101.33325410725764,0.6715620970416702,0.6715620970416702,84.51048412451378,853.2390340730337,SARIMA no exog,0.6386101479640724,0.6386101479640724,81.78536334027939,827.2686626935522,SARIMAX holiday only,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,0.16014803628969942,0.19309998536729722,0.0329519490775978
air_3c05c8f26c611eb9,438,39,1.4307761786043085,1.4307761786043085,99.17984038254357,0.6356163848763512,0.6356163848763512,56.17783959651131,815.710139596584,SARIMA no exog,0.6382778060181935,0.6382778060181935,56.37492566915292,817.390699544213,SARIMAX holiday only,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,0.7951597937279573,0.792498372586115,-0.002661421141842313
air_6b15edd1b4fbb96a,438,39,0.579210730422218,0.579210730422218,61.08041206531398,0.48525225125113153,0.48525225125113153,42.902153126484585,731.6362561474687,SARIMA no exog,0.4746825684299423,0.4746825684299423,42.114305820408084,720.338728638408,SARIMAX holiday only,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirochō,0.09395847917108652,0.10452816199227577,0.010569682821189252
air_dea0655f96947922,438,39,0.26167685862946855,0.26167685862946855,21.81786293814153,0.24404247011301064,0.24404247011301064,18.84124142749379,558.8552923897703,SARIMA no exog,0.23684349774799807,0.23684349774799807,18.18890357262786,546.7958165179058,SARIMAX holiday only,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,0.017634388516457905,0.02483336088147048,0.007198972365012574
air_39dccf7df20b1c6a,439,39,0.5794263337539577,0.5794263337539577,49.247702361770095,0.4025358286372518,0.4025358286372518,33.31294320962979,687.695682544504,SARIMA no exog,0.40613962752517246,0.40613962752517246,33.43816826634103,687.6465885251235,SARIMAX holiday only,Izakaya,Hyōgo-ken Takarazuka-shi Tōyōchō,0.1768905051167059,0.17328670622878523,-0.003603798887920673
air_7cf5a02c0e01b647,438,39,0.6277937846166309,0.6277937846166309,65.48485624136212,0.5588924147578915,0.5588924147578915,71.06133355816408,715.3865799111975,SARIMA no exog,0.5588114985823868,0.5588114985823868,71.03535042916526,717.3174495803072,SARIMAX holiday only,Izakaya,Hyōgo-ken Kōbe-shi Motomachidōri,0.0689013698587394,0.06898228603424417,8.091617550476382e-05
air_ba495cccc8f0f237,438,39,0.6936031123760908,0.6936031123760908,85.0826167429567,0.4554901556377141,0.4554901556377141,48.7432549531308,757.0013532486773,SARIMA no exog,0.4557880602545156,0.4557880602545156,48.88027018193803,758.8775850302566,SARIMAX holiday only,Bar/Cocktail,Tōkyō-to Chūō-ku Ginza,0.23811295673837674,0.23781505212157522,-0.00029790461680151425
air_536043fcf1a4f8a4,439,39,0.4705544573904175,0.4705544573904175,48.846897332648055,0.3786048324469178,0.3786048324469178,33.20872654055515,675.8723882852764,SARIMA no exog,0.3741070529719421,0.3741070529719421,32.42709534368485,667.8892740371673,SARIMAX holiday only,Bar/Cocktail,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,0.09194962494349973,0.09644740441847544,0.004497779474975705
air_2b8b29ddfd35018e,438,39,0.8460700599107199,0.8460700599107199,179.29988263975218,0.5484903939333473,0.5484903939333473,78.213405087503,854.1681730383337,SARIMA no exog,0.5696066481504961,0.5696066481504961,84.58337083199984,848.0026115527244,SARIMAX holiday only,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,0.2975796659773726,0.2764634117602238,-0.0211162542171488
air_638c35eb25e53eea,438,39,0.8288689166129153,0.8288689166129153,125.37246249455261,0.7034599987964335,0.7034599987964335,67.50759186079837,850.3790706893651,SARIMA no exog,0.7015674881067792,0.7015674881067792,66.66046460034575,849.1089565573814,SARIMAX holiday only,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,0.12540891781648178,0.12730142850613613,0.0018925106896543475
air_e270aff84ac7e4c8,438,39,0.9282754576027942,0.9282754576027942,144.5784628702895,0.767218349203483,0.767218349203483,113.2528396976759,782.5168482110115,SARIMA no exog,0.7659248531850043,0.7659248531850043,112.4797415795639,782.8185056653977,SARIMAX holiday only,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,0.1610571083993112,0.16235060441778992,0.0012934960184787236
air_287d2de7d3c93406,437,39,0.8061179503465239,0.8061179503465239,135.57280503446358,0.7128302727115531,0.7128302727115531,105.46178996028321,711.0752536307469,SARIMA no exog,0.7020043763672478,0.7020043763672478,99.76853257157254,689.5285581111553,SARIMAX holiday only,Bar/Cocktail,Tōkyō-to Toshima-ku Minamiikebukuro,0.09328767763497081,0.10411357397927612,0.010825896344305308
